f0_,a_stn,a_wban,lat,lon,elev,year,mo,da,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
3593,723110,13873,33.948,-83.328,+0239.3,2017,02,15,56.3,37.7,976.4,8.7,5.8,18.1,64.0,50.0,0.0,999.9,0,1,0,0,0,0
3594,722166,93845,30.783,-83.277,+0060.4,2017,08,20,82.3,73.1,1009.2,8.5,1.5,19.0,95.0,72.0,0.0,999.9,0,1,0,0,1,0
3595,747804,13824,32.017,-81.133,+0012.5,2017,08,21,81.9,76.1,1018.3,10.0,3.7,13.0,92.1,76.8,0.16,999.9,0,1,0,0,1,0
3596,722255,93842,32.516,-84.942,+0119.5,2017,06,05,76.0,70.9,997.3,9.3,4.7,9.9,87.1,72.0,0.06,999.9,0,1,0,0,0,0
3597,723200,93801,34.348,-85.161,+0194.8,2017,07,03,77.8,72.6,995.4,9.8,2.6,12.0,90.0,70.0,0.08,999.9,0,1,0,0,1,0
3598,722185,53838,34.272,-83.83,+0388.6,2017,03,13,36.2,32.8,975.7,8.9,8.1,14.0,45.0,32.0,0.01,999.9,0,1,0,0,0,0
3599,722181,13837,33.467,-82.039,+0128.9,2017,01,20,66.2,53.7,996.7,9.9,5.0,8.0,78.1,52.0,0.0,999.9,0,1,0,0,0,0
3600,722181,13837,33.467,-82.039,+0128.9,2017,05,20,80.2,64.6,1004.1,9.8,4.7,9.9,93.0,68.0,0.0,999.9,0,0,0,0,0,0
3601,722170,03813,32.685,-83.653,+0104.6,2017,10,15,72.2,66.2,1007.8,7.2,2.9,7.0,88.0,64.0,0.0,999.9,1,0,0,0,0,0
3602,722070,03822,32.131,-81.202,+0014.0,2017,02,07,61.7,52.7,1016.3,8.6,6.8,15.0,80.1,39.0,0.0,999.9,1,1,0,0,1,0
3603,722255,93842,32.516,-84.942,+0119.5,2017,03,31,70.6,53.7,995.4,10.0,8.5,14.0,84.0,59.0,0.12,999.9,0,1,0,0,1,0
3604,747804,13824,32.017,-81.133,+0012.5,2017,03,27,68.9,62.8,1017.1,10.0,3.0,8.9,80.2,56.8,0.0,999.9,0,0,0,0,0,0
3605,722137,13878,31.152,-81.391,+0004.9,2017,04,06,71.0,51.7,1009.2,9.5,13.6,20.0,79.0,63.0,0.23,999.9,0,1,0,0,1,0
3606,722160,13869,31.536,-84.194,+0057.9,2017,05,20,78.3,70.7,1011.0,9.7,5.3,14.0,91.9,70.0,0.0,999.9,0,1,0,0,1,0
3607,722197,53819,33.355,-84.567,+0243.2,2017,07,16,75.6,72.6,987.8,8.8,1.6,8.9,91.0,71.1,0.48,999.9,0,1,0,0,1,0
3608,722090,03875,31.883,-81.567,+0013.7,2017,08,28,75.7,66.4,1009.5,8.5,11.1,14.0,84.7,71.6,0.0,999.9,0,1,0,0,0,0
3609,723200,93801,34.348,-85.161,+0194.8,2017,10,16,63.6,55.6,996.9,9.2,10.4,18.1,80.1,54.0,0.76,999.9,0,1,0,0,0,0
3610,723200,93801,34.348,-85.161,+0194.8,2017,07,08,79.7,74.0,992.7,9.7,5.0,15.9,90.0,69.1,0.02,999.9,0,1,0,0,1,0
3611,747810,13857,30.967,-83.2,+0071.0,2017,01,13,60.1,52.2,1021.2,9.1,1.0,7.0,78.1,45.3,0.0,999.9,0,0,0,0,0,0
3612,722197,53819,33.355,-84.567,+0243.2,2017,01,13,56.1,50.6,1001.6,8.6,1.0,6.0,75.0,44.1,0.0,999.9,1,0,0,0,0,0
3613,722160,13869,31.536,-84.194,+0057.9,2017,06,25,79.4,75.2,1011.8,9.4,3.2,9.9,93.0,73.0,0.06,999.9,0,1,0,0,1,0
3614,722137,13878,31.152,-81.391,+0004.9,2017,10,16,78.0,73.4,1015.0,8.8,3.9,15.9,88.0,72.0,0.0,999.9,1,1,0,0,1,0
3615,722137,13878,31.152,-81.391,+0004.9,2017,10,13,80.5,71.3,1018.1,10.0,9.6,17.1,86.0,73.0,0.0,999.9,0,0,0,0,0,0
3616,747810,13857,30.967,-83.2,+0071.0,2017,02,15,68.2,58.9,998.6,10.0,11.7,22.9,79.3,46.4,0.0,999.9,0,1,0,0,0,0
3617,723160,13870,31.536,-82.507,+0058.8,2017,09,17,78.9,67.7,1009.7,6.4,2.3,11.1,91.0,66.9,0.0,999.9,1,0,0,0,0,0
3618,722170,03813,32.685,-83.653,+0104.6,2017,06,24,80.0,72.3,1002.5,10.0,6.1,13.0,91.9,71.1,0.0,999.9,0,1,0,0,1,0
3619,722137,13878,31.152,-81.391,+0004.9,2017,08,04,79.8,74.9,1018.1,9.7,7.4,15.0,88.0,75.9,0.02,999.9,0,1,0,0,1,0
3620,722255,93842,32.516,-84.942,+0119.5,2017,05,13,72.0,60.5,993.6,9.2,4.4,8.0,84.0,64.0,0.59,999.9,0,1,0,0,1,0
3621,722195,03888,33.779,-84.521,+0256.0,2017,10,16,64.0,57.7,988.7,9.8,7.3,14.0,82.9,54.0,0.15,999.9,0,1,0,0,0,0
3622,722175,13860,32.633,-83.6,+0089.6,2017,06,14,77.9,69.2,1006.6,10.0,3.2,8.0,90.3,67.6,0.0,999.9,0,0,0,0,0,0
3623,722070,03822,32.131,-81.202,+0014.0,2017,08,22,79.5,74.6,1017.7,9.4,3.4,8.9,91.9,73.9,0.19,999.9,1,1,0,0,1,0
3624,722070,03822,32.131,-81.202,+0014.0,2017,08,14,81.7,75.9,1011.9,9.8,3.8,12.0,95.0,75.9,0.09,999.9,0,1,0,0,1,0
3625,723160,13870,31.536,-82.507,+0058.8,2017,01,25,55.3,44.7,1006.0,8.7,3.0,8.9,75.0,39.9,0.0,999.9,1,0,0,0,0,0
3626,722070,03822,32.131,-81.202,+0014.0,2017,01,23,57.4,50.6,991.8,9.3,10.7,17.1,66.9,52.0,2.35,999.9,0,1,0,0,1,0
3627,722197,53819,33.355,-84.567,+0243.2,2017,02,06,55.5,49.0,992.7,9.9,2.5,7.0,72.0,46.9,0.13,999.9,0,0,0,0,0,0
3628,722170,03813,32.685,-83.653,+0104.6,2017,07,11,79.6,71.9,1005.7,9.5,3.6,7.0,91.9,71.1,0.0,999.9,0,0,0,0,0,0
3629,722197,53819,33.355,-84.567,+0243.2,2017,02,23,63.8,55.7,982.8,8.7,3.7,9.9,75.0,51.8,0.25,999.9,0,0,0,0,0,0
3630,722197,53819,33.355,-84.567,+0243.2,2017,04,28,73.6,67.6,986.5,10.0,2.8,11.1,84.9,60.1,0.09,999.9,0,0,0,0,0,0
3631,722090,03875,31.883,-81.567,+0013.7,2017,06,16,79.3,68.7,1010.2,9.9,4.1,7.0,94.1,71.1,0.0,999.9,0,0,0,0,0,0
3632,723200,93801,34.348,-85.161,+0194.8,2017,05,13,69.8,64.6,985.2,8.8,5.9,14.0,81.0,63.0,0.09,999.9,0,1,0,0,0,0
3633,722156,53873,34.123,-84.849,+0232.6,2017,04,28,68.8,61.9,987.1,8.4,3.2,12.0,84.0,54.0,0.63,999.9,1,1,0,0,0,0
3634,722160,13869,31.536,-84.194,+0057.9,2017,02,03,59.6,56.4,1015.8,7.3,4.4,8.9,75.9,46.0,0.0,999.9,1,1,0,0,0,0
3635,747804,13824,32.017,-81.133,+0012.5,2017,01,15,58.3,53.4,1024.5,5.1,1.8,5.1,75.4,46.4,0.0,999.9,1,0,0,0,0,0
3636,722160,13869,31.536,-84.194,+0057.9,2017,02,02,59.0,50.1,1015.6,6.9,2.7,8.9,75.9,44.1,0.0,999.9,1,0,0,0,0,0
3637,722166,93845,30.783,-83.277,+0060.4,2017,02,15,68.0,60.6,1000.4,10.0,6.4,13.0,75.9,62.1,0.0,999.9,0,1,0,0,0,0
3638,722156,53873,34.123,-84.849,+0232.6,2017,04,03,66.8,55.5,983.2,9.1,6.3,14.0,73.0,59.0,0.0,999.9,1,1,0,0,1,0
3639,722195,03888,33.779,-84.521,+0256.0,2017,05,30,70.2,68.6,989.0,9.8,2.6,7.0,84.0,66.9,1.11,999.9,0,1,0,0,0,0
3640,723160,13870,31.536,-82.507,+0058.8,2017,10,14,76.4,69.4,1014.1,9.3,4.0,7.0,88.0,69.1,0.0,999.9,0,0,0,0,0,0
3641,723110,13873,33.948,-83.328,+0239.3,2017,08,14,79.3,75.5,985.2,9.6,2.0,5.1,91.0,72.0,0.0,999.9,0,1,0,0,1,0
3642,747804,13824,32.017,-81.133,+0012.5,2017,08,22,80.6,74.8,1016.9,9.7,2.7,8.0,89.6,75.0,0.01,999.9,0,1,0,0,1,0
3643,722250,13829,32.35,-85.0,+0070.7,2017,10,12,76.5,71.0,1008.1,6.5,2.6,8.0,90.3,68.0,0.0,999.9,1,0,0,0,0,0
3644,722180,03820,33.364,-81.963,+0040.2,2017,08,25,81.0,73.1,1009.6,9.9,4.6,9.9,95.0,73.9,0.0,999.9,0,0,0,0,0,0
3645,747804,13824,32.017,-81.133,+0012.5,2017,06,27,77.8,72.6,1014.6,9.9,0.8,7.0,86.2,72.7,0.02,999.9,0,1,0,0,1,0
3646,722181,13837,33.467,-82.039,+0128.9,2017,09,20,81.5,68.1,1000.2,9.5,2.4,6.0,93.0,72.0,0.0,999.9,0,0,0,0,0,0
3647,722180,03820,33.364,-81.963,+0040.2,2017,10,21,61.3,51.4,1019.1,10.0,1.3,6.0,82.0,46.9,0.0,999.9,0,0,0,0,0,0
3648,747812,63813,34.013,-84.599,+0317.0,2017,10,08,73.9,71.3,973.5,7.0,8.9,14.0,77.0,71.1,0.21,999.9,0,1,0,0,0,0
3649,722160,13869,31.536,-84.194,+0057.9,2017,06,08,73.0,63.2,1003.8,10.0,6.4,11.1,84.0,64.4,0.08,999.9,0,0,0,0,0,0
3650,723200,93801,34.348,-85.161,+0194.8,2017,04,27,71.2,60.7,984.2,9.8,5.4,9.9,82.9,52.0,0.04,999.9,0,1,0,0,1,0
3651,722196,53863,33.875,-84.302,+0305.4,2017,03,28,68.6,58.1,979.0,9.4,6.4,13.0,79.0,55.0,0.28,999.9,0,1,0,0,1,0
3652,722270,13864,33.917,-84.517,+0325.5,2017,02,19,57.1,50.1,978.4,7.5,3.9,9.9,66.9,44.4,0.01,999.9,1,1,0,0,0,0
3653,723200,93801,34.348,-85.161,+0194.8,2017,04,21,72.0,62.0,992.7,6.2,2.4,8.9,84.9,61.0,0.06,999.9,1,0,0,0,0,0
3654,723200,93801,34.348,-85.161,+0194.8,2017,08,07,77.1,74.3,992.5,9.5,4.0,14.0,89.1,64.9,0.53,999.9,0,1,0,0,1,0
3655,723160,13870,31.536,-82.507,+0058.8,2017,01,16,63.0,56.1,1017.4,7.3,2.5,11.1,78.1,48.9,0.0,999.9,1,0,0,0,0,0
3656,722195,03888,33.779,-84.521,+0256.0,2017,08,15,79.8,74.6,984.1,10.0,3.7,8.0,91.9,72.0,0.01,999.9,0,1,0,0,0,0
3657,722197,53819,33.355,-84.567,+0243.2,2017,01,19,59.2,53.4,988.1,8.7,2.2,8.0,73.9,48.0,0.05,999.9,1,0,0,0,0,0
3658,722255,93842,32.516,-84.942,+0119.5,2017,02,09,55.5,41.3,1002.4,10.0,11.6,19.0,72.0,44.1,0.03,999.9,0,1,0,0,0,0
3659,722180,03820,33.364,-81.963,+0040.2,2017,08,15,82.9,74.1,1007.4,8.1,5.0,14.0,96.1,75.0,0.61,999.9,1,1,0,0,0,0
3660,722166,93845,30.783,-83.277,+0060.4,2017,03,09,61.2,45.1,1016.8,7.6,0.5,2.9,79.0,44.6,0.0,999.9,1,0,0,0,0,0
3661,722190,13874,33.63,-84.442,+0307.9,2017,03,27,68.0,56.9,980.6,9.3,5.4,12.0,79.0,57.9,0.34,999.9,0,1,0,0,0,0
3662,722170,03813,32.685,-83.653,+0104.6,2017,02,09,57.8,43.9,1001.0,9.4,12.7,27.0,72.0,46.0,0.2,999.9,0,1,0,0,1,0
3663,722185,53838,34.272,-83.83,+0388.6,2017,02,11,53.3,37.5,976.8,10.0,6.5,11.1,66.0,30.0,0.0,999.9,0,0,0,0,0,0
3664,722166,93845,30.783,-83.277,+0060.4,2017,10,07,78.7,74.1,1007.0,9.8,4.8,9.9,91.0,69.1,0.57,999.9,0,1,0,0,0,0
3665,722137,13878,31.152,-81.391,+0004.9,2017,07,24,82.3,76.0,1014.6,9.8,9.0,13.0,91.9,73.9,2.1,999.9,0,1,0,0,1,0
3666,722255,93842,32.516,-84.942,+0119.5,2017,07,24,82.7,72.9,1000.0,9.8,5.8,15.9,95.0,75.9,0.03,999.9,0,1,0,0,1,0
3667,722090,03875,31.883,-81.567,+0013.7,2017,01,23,57.4,50.6,991.7,9.6,8.3,18.1,65.5,51.8,2.22,999.9,0,1,0,0,0,0
3668,722255,93842,32.516,-84.942,+0119.5,2017,02,06,57.1,50.4,1007.4,9.6,2.6,6.0,71.1,36.0,0.05,999.9,0,0,0,0,0,0
3669,722181,13837,33.467,-82.039,+0128.9,2017,06,17,81.4,67.4,996.3,8.6,3.7,8.9,93.9,72.0,0.03,999.9,1,1,0,0,0,0
3670,722170,03813,32.685,-83.653,+0104.6,2017,02,23,64.6,57.3,997.6,9.5,5.9,12.0,78.1,55.0,0.02,999.9,0,1,0,0,0,0
3671,722270,13864,33.917,-84.517,+0325.5,2017,03,28,68.7,59.0,976.2,9.7,5.9,12.0,79.5,53.6,0.28,999.9,0,1,0,0,1,0
3672,722255,93842,32.516,-84.942,+0119.5,2017,10,15,74.9,67.0,1005.8,9.8,3.8,7.0,87.1,68.0,0.0,999.9,0,0,0,0,0,0
3673,722156,53873,34.123,-84.849,+0232.6,2017,02,11,52.1,43.4,994.6,10.0,1.7,6.0,68.0,26.1,0.0,999.9,0,0,0,0,0,0
3674,722197,53819,33.355,-84.567,+0243.2,2017,01,14,57.3,49.9,1001.9,7.2,0.6,2.9,75.9,43.0,0.0,999.9,1,0,0,0,0,0
3675,722197,53819,33.355,-84.567,+0243.2,2017,04,06,56.9,43.8,980.9,9.6,11.0,21.0,69.1,50.0,1.9,999.9,0,1,0,0,1,0
3676,722195,03888,33.779,-84.521,+0256.0,2017,07,03,77.8,71.9,988.6,9.9,5.5,9.9,90.0,70.0,0.17,999.9,0,1,0,0,0,0
3677,722170,03813,32.685,-83.653,+0104.6,2017,03,14,44.7,37.1,1000.7,9.5,9.5,21.0,54.0,39.0,0.5,999.9,0,1,0,0,0,0
3678,722270,13864,33.917,-84.517,+0325.5,2017,01,06,36.8,26.0,976.3,9.2,7.9,12.0,54.0,28.6,0.07,999.9,0,1,1,0,0,0
3679,722137,13878,31.152,-81.391,+0004.9,2017,08,05,82.0,74.0,1017.1,10.0,6.4,11.1,91.0,75.9,0.29,999.9,0,0,0,0,0,0
3680,722137,13878,31.152,-81.391,+0004.9,2017,04,25,68.8,55.0,1005.8,10.0,8.2,12.0,82.9,60.1,0.0,999.9,0,1,0,0,0,0
3681,722185,53838,34.272,-83.83,+0388.6,2017,05,25,61.6,52.1,959.9,10.0,10.4,15.9,77.0,55.0,0.01,999.9,0,1,0,0,0,0
3682,722160,13869,31.536,-84.194,+0057.9,2017,06,24,82.1,73.0,1009.9,9.4,5.5,13.0,93.9,73.0,0.0,999.9,0,0,0,0,0,0
3683,722195,03888,33.779,-84.521,+0256.0,2017,04,25,64.8,57.7,977.3,10.0,4.9,9.9,77.0,52.0,0.02,999.9,0,0,0,0,0,0
3684,722070,03822,32.131,-81.202,+0014.0,2017,08,25,81.1,75.3,1012.6,9.6,6.6,15.0,96.1,75.0,0.17,999.9,0,1,0,0,1,0
3685,722156,53873,34.123,-84.849,+0232.6,2017,03,28,66.3,59.4,987.3,9.2,2.0,7.0,78.1,51.1,0.92,999.9,0,1,0,0,1,0
3686,722195,03888,33.779,-84.521,+0256.0,2017,05,13,68.8,63.0,978.1,9.8,3.8,13.0,82.0,62.1,0.13,999.9,0,0,0,0,0,0
3687,722255,93842,32.516,-84.942,+0119.5,2017,06,14,78.0,68.9,1003.3,9.4,2.8,6.0,90.0,70.0,0.0,999.9,0,0,0,0,0,0
3688,722160,13869,31.536,-84.194,+0057.9,2017,08,15,80.3,75.1,1008.2,9.4,4.5,8.9,91.0,73.0,0.73,999.9,0,0,0,0,0,0
3689,722197,53819,33.355,-84.567,+0243.2,2017,10,16,66.5,57.5,990.1,9.4,7.9,17.1,84.0,57.9,0.01,999.9,0,1,0,0,0,0
3690,722170,03813,32.685,-83.653,+0104.6,2017,04,03,67.7,59.4,998.9,9.2,10.2,26.0,75.9,62.1,0.0,999.9,1,1,0,0,1,0
3691,722190,13874,33.63,-84.442,+0307.9,2017,10,14,71.4,65.3,986.5,10.0,7.2,14.0,84.0,66.9,0.0,999.9,0,0,0,0,0,0
3692,723200,93801,34.348,-85.161,+0194.8,2017,05,01,68.4,56.1,988.7,9.1,7.2,15.9,84.9,61.0,0.78,999.9,0,1,0,0,0,0
3693,722250,13829,32.35,-85.0,+0070.7,2017,05,09,68.5,55.3,1009.3,5.7,2.4,8.0,87.3,51.8,0.0,999.9,1,0,0,0,0,0
3694,722196,53863,33.875,-84.302,+0305.4,2017,03,08,59.7,39.4,988.8,9.5,7.8,13.0,69.1,48.0,0.39,999.9,0,1,0,0,0,0
3695,722170,03813,32.685,-83.653,+0104.6,2017,07,22,81.6,71.4,1003.2,9.7,3.8,13.0,98.1,72.0,0.0,999.9,0,1,0,0,1,0
3696,722196,53863,33.875,-84.302,+0305.4,2017,08,10,74.7,70.0,985.8,8.5,2.4,8.0,84.9,69.1,0.5,999.9,0,1,0,0,1,0
3697,722170,03813,32.685,-83.653,+0104.6,2017,02,28,60.0,55.4,1011.2,6.2,3.5,20.0,75.9,39.9,0.41,999.9,1,1,0,0,0,0
3698,722180,03820,33.364,-81.963,+0040.2,2017,02,09,59.6,44.5,1006.6,8.0,12.8,21.0,69.1,51.1,0.26,999.9,1,1,0,0,1,0
3699,722196,53863,33.875,-84.302,+0305.4,2017,05,29,73.4,64.8,980.1,9.3,4.8,14.0,86.0,64.0,0.01,999.9,0,1,0,0,1,0
3700,723200,93801,34.348,-85.161,+0194.8,2017,06,04,75.8,70.7,991.8,9.2,3.0,8.9,90.0,66.0,0.02,999.9,0,1,0,0,0,0
3701,722166,93845,30.783,-83.277,+0060.4,2017,10,02,72.8,64.4,1013.7,9.8,8.0,11.1,86.0,64.9,0.1,999.9,0,1,0,0,0,0
3702,722196,53863,33.875,-84.302,+0305.4,2017,01,17,61.3,53.1,986.8,7.4,5.2,14.0,75.0,46.0,0.0,999.9,1,0,0,0,0,0
3703,722196,53863,33.875,-84.302,+0305.4,2017,10,16,63.8,56.1,983.0,9.8,8.6,15.0,82.0,54.0,0.09,999.9,0,1,0,0,0,0
3704,722137,13878,31.152,-81.391,+0004.9,2017,04,28,77.5,71.2,1015.7,8.3,6.7,13.0,84.0,66.9,0.0,999.9,0,0,0,0,0,0
3705,722196,53863,33.875,-84.302,+0305.4,2017,07,27,78.7,69.7,982.3,8.0,2.0,17.1,93.9,71.1,0.0,999.9,0,1,0,0,1,0
3706,722160,13869,31.536,-84.194,+0057.9,2017,05,05,59.1,50.4,999.1,10.0,9.0,14.0,75.0,52.0,1.08,999.9,0,1,0,0,0,0
3707,722156,53873,34.123,-84.849,+0232.6,2017,06,14,79.1,72.0,989.9,10.0,1.5,8.0,91.0,66.0,0.0,999.9,0,1,0,0,1,0
3708,722137,13878,31.152,-81.391,+0004.9,2017,08,17,85.7,78.0,1016.0,9.7,5.1,12.0,96.1,79.0,0.0,999.9,0,1,0,0,1,0
3709,722185,53838,34.272,-83.83,+0388.6,2017,05,14,68.6,55.5,969.0,9.7,2.8,6.0,81.0,57.0,0.27,999.9,0,0,0,0,0,0
3710,722166,93845,30.783,-83.277,+0060.4,2017,09,06,77.1,72.9,1006.1,9.2,2.3,11.1,90.0,71.1,0.0,999.9,1,1,0,0,1,0
3711,722270,13864,33.917,-84.517,+0325.5,2017,05,29,73.0,65.3,977.4,9.4,5.2,17.1,84.6,63.7,0.0,999.9,1,1,0,0,1,0
3712,723110,13873,33.948,-83.328,+0239.3,2017,07,04,76.3,71.2,989.7,8.0,3.5,19.0,91.9,68.0,0.44,999.9,1,1,0,0,1,0
3713,722170,03813,32.685,-83.653,+0104.6,2017,06,25,80.0,70.9,1005.0,9.6,3.9,8.9,88.0,73.4,0.17,999.9,0,0,0,0,0,0
3714,723110,13873,33.948,-83.328,+0239.3,2017,10,12,75.9,65.0,988.4,8.0,0.9,4.1,91.0,64.0,0.0,999.9,1,0,0,0,0,0
3715,722137,13878,31.152,-81.391,+0004.9,2017,02,08,65.2,59.2,1010.1,9.8,8.4,22.0,78.1,52.0,0.33,999.9,0,1,0,0,1,0
3716,723160,13870,31.536,-82.507,+0058.8,2017,03,12,55.6,46.6,1014.0,10.0,4.5,11.1,71.1,44.1,0.0,999.9,0,0,0,0,0,0
3717,722160,13869,31.536,-84.194,+0057.9,2017,09,17,79.3,68.4,1011.3,9.2,2.4,7.0,91.9,69.1,0.0,999.9,0,0,0,0,0,0
3718,722197,53819,33.355,-84.567,+0243.2,2017,02,21,56.6,51.1,989.7,9.0,3.1,14.0,75.0,37.9,0.0,999.9,0,1,0,0,0,0
3719,722181,13837,33.467,-82.039,+0128.9,2017,10,14,71.4,64.6,1008.4,10.0,5.3,8.0,86.0,68.0,0.0,999.9,0,0,0,0,0,0
3720,723160,13870,31.536,-82.507,+0058.8,2017,09,07,72.0,59.9,1009.1,9.8,2.9,7.0,87.1,63.0,0.0,999.9,0,0,0,0,0,0
3721,722255,93842,32.516,-84.942,+0119.5,2017,01,19,61.3,56.2,1002.1,7.2,1.7,8.9,75.9,52.0,0.0,999.9,1,0,0,0,0,0
3722,722170,03813,32.685,-83.653,+0104.6,2017,08,14,82.1,74.9,1000.4,9.7,2.6,8.0,93.0,73.0,0.0,999.9,0,1,0,0,1,0
3723,722166,93845,30.783,-83.277,+0060.4,2017,07,16,77.1,73.3,1008.9,8.8,1.7,11.1,93.0,70.0,0.01,999.9,1,1,0,0,1,0
3724,722195,03888,33.779,-84.521,+0256.0,2017,09,11,60.8,55.5,982.4,7.1,14.6,22.9,73.9,57.0,0.23,999.9,0,1,0,0,0,0
3725,722197,53819,33.355,-84.567,+0243.2,2017,05,06,56.8,44.0,979.9,10.0,9.0,13.0,73.0,46.0,0.01,999.9,0,1,0,0,0,0
3726,722195,03888,33.779,-84.521,+0256.0,2017,03,26,67.5,53.8,988.3,8.6,5.4,13.0,80.1,55.0,0.26,999.9,1,1,0,0,0,0
3727,722166,93845,30.783,-83.277,+0060.4,2017,05,04,70.5,60.2,1004.3,8.6,7.8,14.0,79.0,64.0,0.0,999.9,0,1,0,0,1,0
3728,722255,93842,32.516,-84.942,+0119.5,2017,10,14,76.1,67.8,1007.6,10.0,7.6,11.1,89.1,66.9,0.0,999.9,0,0,0,0,0,0
3729,747810,13857,30.967,-83.2,+0071.0,2017,04,12,68.5,54.0,1014.3,10.0,3.2,8.0,82.9,52.9,0.0,999.9,0,0,0,0,0,0
3730,722180,03820,33.364,-81.963,+0040.2,2017,07,09,79.0,71.7,1011.1,9.5,3.7,15.9,95.0,72.0,0.09,999.9,0,1,0,0,1,0
3731,722180,03820,33.364,-81.963,+0040.2,2017,09,12,70.7,62.7,1001.7,9.3,7.3,15.9,73.0,62.1,3.64,999.9,0,1,0,0,0,0
3732,722160,13869,31.536,-84.194,+0057.9,2017,08,30,77.6,74.1,1009.2,9.5,4.2,18.1,90.0,70.0,0.04,999.9,0,1,0,0,1,0
3733,722170,03813,32.685,-83.653,+0104.6,2017,07,02,78.3,71.5,1006.8,9.0,4.4,15.0,91.9,70.0,2.52,999.9,0,1,0,0,1,0
3734,722156,53873,34.123,-84.849,+0232.6,2017,07,28,75.4,73.8,985.5,6.7,1.1,5.1,91.9,70.0,0.15,999.9,0,1,0,0,0,0
3735,722197,53819,33.355,-84.567,+0243.2,2017,05,24,70.3,63.2,974.0,10.0,4.9,12.0,79.0,64.9,0.48,999.9,0,1,0,0,0,0
3736,722181,13837,33.467,-82.039,+0128.9,2017,07,03,78.8,71.3,1003.2,9.4,2.4,9.9,96.1,73.0,0.05,999.9,1,1,0,0,1,0
3737,722196,53863,33.875,-84.302,+0305.4,2017,02,06,50.4,44.5,985.5,7.4,2.5,6.0,64.0,35.1,0.01,999.9,0,1,0,0,0,0
3738,723160,13870,31.536,-82.507,+0058.8,2017,09,14,77.8,68.7,1007.1,8.4,2.7,7.0,89.1,62.1,0.0,999.9,0,0,0,0,0,0
3739,722166,93845,30.783,-83.277,+0060.4,2017,06,16,78.3,70.0,1006.0,10.0,2.1,5.1,90.0,70.0,0.42,999.9,0,0,0,0,0,0
3740,723160,13870,31.536,-82.507,+0058.8,2017,07,11,80.9,72.5,1011.4,9.9,2.4,12.0,93.0,73.0,0.21,999.9,0,1,0,0,1,0
3741,722070,03822,32.131,-81.202,+0014.0,2017,05,21,79.4,71.1,1017.8,9.6,7.9,17.1,91.0,71.1,0.0,999.9,0,1,0,0,1,0
3742,723160,13870,31.536,-82.507,+0058.8,2017,04,15,69.4,58.2,1017.8,7.6,4.6,12.0,82.9,53.1,0.0,999.9,0,1,0,0,0,0
3743,722160,13869,31.536,-84.194,+0057.9,2017,06,14,76.8,71.2,1011.3,10.0,2.4,8.9,89.1,71.1,0.25,999.9,0,0,0,0,0,0
3744,722195,03888,33.779,-84.521,+0256.0,2017,05,25,64.1,52.9,975.8,10.0,8.7,15.9,79.0,57.0,0.05,999.9,0,1,0,0,0,0
3745,722137,13878,31.152,-81.391,+0004.9,2017,06,20,79.8,75.0,1017.0,9.8,5.2,14.0,87.1,75.9,0.0,999.9,0,1,0,0,0,0
3746,722195,03888,33.779,-84.521,+0256.0,2017,10,11,75.5,70.9,987.7,8.3,2.3,8.0,87.1,66.0,0.0,999.9,1,0,0,0,0,0
3747,722190,13874,33.63,-84.442,+0307.9,2017,04,03,67.1,57.1,973.9,9.2,10.1,25.1,82.0,54.0,0.0,999.9,0,1,0,0,1,0
3748,723200,93801,34.348,-85.161,+0194.8,2017,02,18,49.6,41.4,991.4,8.5,1.4,5.1,59.0,46.0,0.0,999.9,0,1,0,0,0,0
3749,722197,53819,33.355,-84.567,+0243.2,2017,05,01,70.4,59.3,984.9,10.0,6.0,12.0,82.9,60.1,0.0,999.9,0,1,0,0,0,0
3750,722196,53863,33.875,-84.302,+0305.4,2017,02,28,58.4,47.9,988.1,10.0,3.9,9.9,72.0,37.9,0.03,999.9,0,0,0,0,0,0
3751,722185,53838,34.272,-83.83,+0388.6,2017,07,15,76.5,71.4,974.4,10.0,4.9,9.9,91.0,71.1,0.49,999.9,0,1,0,0,1,0
3752,747812,63813,34.013,-84.599,+0317.0,2017,08,10,75.2,70.4,984.3,8.7,4.8,8.9,82.4,71.1,0.01,999.9,0,1,0,0,0,0
3753,722166,93845,30.783,-83.277,+0060.4,2017,06,19,77.9,72.0,1008.4,9.4,4.9,18.1,86.0,71.1,0.0,999.9,0,1,0,0,0,0
3754,722270,13864,33.917,-84.517,+0325.5,2017,02,12,66.4,59.9,979.9,9.0,6.4,11.1,72.0,63.5,0.0,999.9,0,1,0,0,0,0
3755,722196,53863,33.875,-84.302,+0305.4,2017,09,15,70.9,62.8,982.2,7.0,0.8,5.1,84.9,60.1,0.0,999.9,1,0,0,0,0,0
3756,722197,53819,33.355,-84.567,+0243.2,2017,06,02,73.0,65.2,989.6,8.5,1.3,6.0,87.1,62.1,0.0,999.9,0,0,0,0,0,0
3757,722180,03820,33.364,-81.963,+0040.2,2017,09,30,77.1,64.3,1012.8,10.0,6.2,15.0,93.9,69.1,0.0,999.9,0,0,0,0,0,0
3758,722195,03888,33.779,-84.521,+0256.0,2017,03,27,65.8,54.4,987.0,9.6,3.6,9.9,80.1,54.0,0.21,999.9,0,0,0,0,0,0
