f0_,a_stn,a_wban,lat,lon,elev,year,mo,da,temp,dewp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
6691,722190,13874,33.63,-84.442,+0307.9,2015,12,20,43.4,24.5,993.9,10.0,5.8,9.9,55.0,28.9,0.0,999.9,0,0,0,0,0,0
6692,722190,13874,33.63,-84.442,+0307.9,2015,12,22,57.8,55.2,979.7,3.0,4.7,8.9,64.0,44.1,0.77,999.9,1,1,0,0,0,0
6693,722195,03888,33.779,-84.521,+0256.0,2015,01,05,42.3,27.9,999.6,10.0,8.7,13.0,46.9,37.0,0.15,999.9,0,0,0,0,0,0
6694,722195,03888,33.779,-84.521,+0256.0,2015,01,07,35.8,20.1,994.7,10.0,9.8,19.0,53.1,26.1,0.0,999.9,0,0,0,0,0,0
6695,722195,03888,33.779,-84.521,+0256.0,2015,01,11,34.2,19.8,1001.5,10.0,3.9,9.9,46.9,19.0,0.0,999.9,0,0,0,0,0,0
6696,722195,03888,33.779,-84.521,+0256.0,2015,01,12,42.1,39.9,995.1,2.5,3.5,8.0,48.2,37.4,0.05,999.9,1,1,0,0,0,0
6697,722195,03888,33.779,-84.521,+0256.0,2015,01,14,41.5,37.2,994.0,7.5,4.3,8.0,48.9,39.0,0.05,999.9,0,0,0,0,0,0
6698,722195,03888,33.779,-84.521,+0256.0,2015,01,20,52.2,30.2,985.2,10.0,3.4,6.0,66.9,28.0,0.0,999.9,0,0,0,0,0,0
6699,722195,03888,33.779,-84.521,+0256.0,2015,01,23,44.4,39.7,988.2,5.9,7.0,15.0,55.9,32.0,0.65,999.9,0,1,0,0,0,0
6700,722195,03888,33.779,-84.521,+0256.0,2015,01,24,41.9,33.6,980.1,8.6,7.3,14.0,46.9,37.4,0.33,999.9,0,1,0,0,0,0
6701,722195,03888,33.779,-84.521,+0256.0,2015,01,26,43.7,35.3,979.1,10.0,8.6,17.1,60.1,28.0,0.05,999.9,0,1,0,0,0,0
6702,722195,03888,33.779,-84.521,+0256.0,2015,01,29,41.3,27.8,993.3,10.0,2.5,11.1,59.0,28.9,0.0,999.9,0,0,0,0,0,0
6703,722195,03888,33.779,-84.521,+0256.0,2015,02,02,46.4,38.2,982.4,9.2,11.6,20.0,55.9,34.0,0.88,999.9,0,1,0,0,0,0
6704,722195,03888,33.779,-84.521,+0256.0,2015,02,08,46.6,33.7,988.2,10.0,3.3,11.1,66.9,26.1,0.0,999.9,0,0,0,0,0,0
6705,722195,03888,33.779,-84.521,+0256.0,2015,02,15,35.5,8.6,991.4,10.0,10.1,18.1,60.1,19.9,0.0,999.9,0,0,0,0,0,0
6706,722195,03888,33.779,-84.521,+0256.0,2015,02,18,29.0,17.1,986.2,10.0,9.4,20.0,37.9,21.9,0.0,999.9,0,0,0,0,0,0
6707,722195,03888,33.779,-84.521,+0256.0,2015,02,26,35.4,30.6,980.6,8.8,5.8,11.1,39.0,30.9,0.48,999.9,0,1,0,0,0,0
6708,722195,03888,33.779,-84.521,+0256.0,2015,03,04,59.6,54.0,986.3,5.4,5.3,13.0,77.0,48.9,0.16,999.9,1,0,0,0,0,0
6709,722195,03888,33.779,-84.521,+0256.0,2015,03,08,48.6,24.3,995.0,10.0,1.7,7.0,71.1,28.0,0.0,999.9,0,0,0,0,0,0
6710,722195,03888,33.779,-84.521,+0256.0,2015,03,22,57.0,51.3,987.0,8.3,2.5,8.9,72.0,53.1,0.12,999.9,0,1,0,0,0,0
6711,722195,03888,33.779,-84.521,+0256.0,2015,03,29,44.0,18.0,995.7,10.0,3.8,8.0,61.0,26.1,0.0,999.9,0,0,0,0,0,0
6712,722195,03888,33.779,-84.521,+0256.0,2015,03,31,58.2,45.7,987.2,9.9,4.0,11.1,75.0,41.0,0.15,999.9,0,0,0,0,0,0
6713,722195,03888,33.779,-84.521,+0256.0,2015,04,07,68.6,60.5,991.3,6.4,3.1,8.0,81.0,55.0,1.23,999.9,1,1,0,0,0,0
6714,722195,03888,33.779,-84.521,+0256.0,2015,04,09,74.1,59.3,988.3,9.7,4.1,9.9,88.0,57.0,0.0,999.9,0,0,0,0,0,0
6715,722195,03888,33.779,-84.521,+0256.0,2015,04,10,71.2,62.7,987.1,9.0,5.4,12.0,84.9,62.1,0.0,999.9,1,1,0,0,1,0
6716,722195,03888,33.779,-84.521,+0256.0,2015,04,14,72.0,64.8,987.5,9.5,5.2,12.0,82.0,64.0,0.62,999.9,0,1,0,0,0,0
6717,722195,03888,33.779,-84.521,+0256.0,2015,04,19,67.8,64.9,980.3,8.6,5.0,15.0,72.0,62.1,0.41,999.9,0,1,0,0,0,0
6718,722195,03888,33.779,-84.521,+0256.0,2015,04,26,71.5,60.0,974.4,10.0,8.6,15.0,82.9,57.9,0.02,999.9,0,0,0,0,0,0
6719,722195,03888,33.779,-84.521,+0256.0,2015,04,29,58.6,52.3,979.3,8.5,4.1,18.1,73.9,48.9,0.22,999.9,0,1,0,0,0,0
6720,722195,03888,33.779,-84.521,+0256.0,2015,04,30,61.3,47.8,978.7,9.6,5.2,13.0,73.0,51.1,0.28,999.9,0,0,0,0,0,0
6721,722195,03888,33.779,-84.521,+0256.0,2015,05,10,75.5,62.0,989.1,9.7,2.2,7.0,88.0,62.1,0.0,999.9,0,0,0,0,0,0
6722,722195,03888,33.779,-84.521,+0256.0,2015,05,18,72.6,67.9,992.1,7.8,2.0,9.9,84.0,66.9,0.06,999.9,1,1,0,0,1,0
6723,722195,03888,33.779,-84.521,+0256.0,2015,05,20,76.6,64.5,985.1,10.0,2.4,8.0,88.0,66.0,0.02,999.9,0,0,0,0,0,0
6724,722195,03888,33.779,-84.521,+0256.0,2015,05,21,73.6,60.3,984.3,10.0,9.2,15.0,88.0,66.0,0.0,999.9,0,0,0,0,0,0
6725,722195,03888,33.779,-84.521,+0256.0,2015,05,27,71.6,64.8,992.5,9.3,2.0,6.0,84.0,64.0,1.26,999.9,0,0,0,0,0,0
6726,722195,03888,33.779,-84.521,+0256.0,2015,05,31,73.1,65.3,987.7,9.7,3.2,14.0,84.9,61.0,0.0,999.9,0,1,0,0,1,0
6727,722195,03888,33.779,-84.521,+0256.0,2015,06,06,77.5,62.0,984.7,10.0,2.4,8.9,89.1,60.1,0.0,999.9,0,0,0,0,0,0
6728,722195,03888,33.779,-84.521,+0256.0,2015,06,18,82.8,70.5,988.5,9.8,3.1,11.1,95.0,72.0,0.0,999.9,0,1,0,0,1,0
6729,722195,03888,33.779,-84.521,+0256.0,2015,06,25,80.7,67.3,988.2,10.0,4.0,8.0,95.0,68.0,0.0,999.9,0,0,0,0,0,0
6730,722195,03888,33.779,-84.521,+0256.0,2015,06,26,82.6,71.1,985.5,10.0,3.6,9.9,95.0,68.0,0.0,999.9,0,0,0,0,0,0
6731,722195,03888,33.779,-84.521,+0256.0,2015,06,28,75.2,60.7,984.1,10.0,5.4,12.0,86.0,66.0,0.42,999.9,0,0,0,0,0,0
6732,722195,03888,33.779,-84.521,+0256.0,2015,06,29,73.9,59.2,985.4,10.0,3.0,8.9,87.1,60.1,0.0,999.9,0,0,0,0,0,0
6733,722195,03888,33.779,-84.521,+0256.0,2015,06,30,78.2,65.7,985.2,9.9,6.0,11.1,87.1,60.1,0.0,999.9,0,1,0,0,1,0
6734,722195,03888,33.779,-84.521,+0256.0,2015,07,02,75.8,67.2,985.9,9.3,6.3,14.0,88.0,66.9,0.25,999.9,0,0,0,0,0,0
6735,722195,03888,33.779,-84.521,+0256.0,2015,07,05,75.8,66.8,988.8,10.0,5.7,9.9,86.0,68.0,0.36,999.9,0,1,0,0,0,0
6736,722195,03888,33.779,-84.521,+0256.0,2015,07,11,83.0,69.2,990.3,10.0,3.4,9.9,95.0,71.1,0.0,999.9,0,0,0,0,0,0
6737,722195,03888,33.779,-84.521,+0256.0,2015,07,13,82.4,70.3,984.1,10.0,3.5,9.9,93.9,69.1,0.04,999.9,0,1,0,0,1,0
6738,722195,03888,33.779,-84.521,+0256.0,2015,07,24,81.1,70.7,984.2,10.0,5.9,9.9,91.0,73.0,0.4,999.9,0,0,0,0,0,0
6739,722195,03888,33.779,-84.521,+0256.0,2015,07,30,83.9,73.7,984.6,9.4,2.7,11.1,96.1,75.0,0.57,999.9,0,1,0,0,1,0
6740,722195,03888,33.779,-84.521,+0256.0,2015,08,01,80.8,62.8,984.1,10.0,3.4,9.9,93.0,69.1,0.0,999.9,0,0,0,0,0,0
6741,722195,03888,33.779,-84.521,+0256.0,2015,08,10,80.6,72.2,984.6,9.4,3.7,15.9,93.0,70.0,0.01,999.9,0,1,0,0,1,0
6742,722195,03888,33.779,-84.521,+0256.0,2015,08,12,79.6,65.3,985.3,10.0,5.0,11.1,91.0,70.0,0.02,999.9,0,0,0,0,0,0
6743,722195,03888,33.779,-84.521,+0256.0,2015,08,13,76.3,64.9,986.4,9.8,2.8,13.0,89.1,66.0,0.0,999.9,0,1,0,0,1,0
6744,722195,03888,33.779,-84.521,+0256.0,2015,08,16,78.8,65.6,990.1,10.0,3.0,8.9,91.0,69.1,0.0,999.9,0,0,0,0,0,0
6745,722195,03888,33.779,-84.521,+0256.0,2015,08,22,79.8,70.7,987.4,10.0,1.7,8.0,89.1,72.0,0.0,999.9,0,1,0,0,0,0
6746,722195,03888,33.779,-84.521,+0256.0,2015,08,24,79.2,69.9,984.6,10.0,3.4,9.9,90.0,70.0,0.76,999.9,0,0,0,0,0,0
6747,722195,03888,33.779,-84.521,+0256.0,2015,08,25,74.4,58.4,984.1,10.0,6.3,12.0,90.0,63.0,0.0,999.9,0,0,0,0,0,0
6748,722195,03888,33.779,-84.521,+0256.0,2015,08,27,74.5,61.9,986.1,10.0,4.9,12.0,86.0,60.1,0.0,999.9,0,0,0,0,0,0
6749,722195,03888,33.779,-84.521,+0256.0,2015,08,28,74.2,65.9,988.8,10.0,4.6,11.1,86.0,63.0,0.0,999.9,0,0,0,0,0,0
6750,722195,03888,33.779,-84.521,+0256.0,2015,09,15,66.1,53.3,995.1,10.0,3.2,9.9,80.1,48.0,0.0,999.9,0,0,0,0,0,0
6751,722195,03888,33.779,-84.521,+0256.0,2015,09,16,67.3,55.7,995.1,10.0,3.2,8.9,81.0,52.0,0.0,999.9,0,0,0,0,0,0
6752,722195,03888,33.779,-84.521,+0256.0,2015,09,22,71.2,63.5,987.9,9.9,3.6,9.9,79.0,66.0,0.01,999.9,0,1,0,0,0,0
6753,722195,03888,33.779,-84.521,+0256.0,2015,09,28,70.3,66.5,986.2,8.3,5.1,8.9,75.0,66.0,0.0,999.9,0,1,0,0,0,0
6754,722195,03888,33.779,-84.521,+0256.0,2015,10,01,69.2,63.8,979.8,10.0,4.4,7.0,84.0,66.0,0.0,999.9,0,0,0,0,0,0
6755,722195,03888,33.779,-84.521,+0256.0,2015,10,06,66.4,58.2,986.7,10.0,2.1,8.0,75.9,57.9,0.0,999.9,0,0,0,0,0,0
6756,722195,03888,33.779,-84.521,+0256.0,2015,10,08,67.8,57.7,989.2,10.0,1.0,5.1,82.9,55.9,0.0,999.9,0,0,0,0,0,0
6757,722195,03888,33.779,-84.521,+0256.0,2015,10,09,67.8,60.7,989.0,10.0,1.2,8.0,82.9,55.9,0.0,999.9,0,0,0,0,0,0
6758,722195,03888,33.779,-84.521,+0256.0,2015,10,10,66.4,61.8,985.8,9.1,4.4,11.1,80.1,59.0,0.86,999.9,0,1,0,0,1,0
6759,722195,03888,33.779,-84.521,+0256.0,2015,10,20,52.0,40.5,997.8,10.0,1.0,5.1,71.1,37.9,0.0,999.9,0,0,0,0,0,0
6760,722195,03888,33.779,-84.521,+0256.0,2015,10,22,60.4,51.7,995.3,9.9,1.0,5.1,79.0,42.1,0.0,999.9,0,0,0,0,0,0
6761,722195,03888,33.779,-84.521,+0256.0,2015,10,23,63.6,55.1,992.1,9.5,0.9,4.1,80.1,46.9,0.0,999.9,0,0,0,0,0,0
6762,722195,03888,33.779,-84.521,+0256.0,2015,10,28,63.8,58.6,980.2,8.5,5.2,12.0,78.1,51.1,0.29,999.9,0,1,0,0,0,0
6763,722195,03888,33.779,-84.521,+0256.0,2015,10,30,56.2,44.3,986.4,9.7,2.3,8.0,71.1,45.0,0.01,999.9,0,0,0,0,0,0
6764,722195,03888,33.779,-84.521,+0256.0,2015,11,05,65.2,62.7,993.3,6.7,3.7,8.0,66.9,62.6,0.05,999.9,0,1,0,0,0,0
6765,722195,03888,33.779,-84.521,+0256.0,2015,11,07,68.1,64.8,989.9,8.1,3.1,9.9,77.0,63.0,1.26,999.9,0,1,0,0,1,0
6766,722195,03888,33.779,-84.521,+0256.0,2015,11,09,48.6,45.8,990.6,6.9,8.6,17.1,52.0,46.4,1.04,999.9,0,1,0,0,0,0
6767,722195,03888,33.779,-84.521,+0256.0,2015,11,18,62.6,57.5,986.8,7.8,8.2,13.0,72.0,48.0,0.0,999.9,0,1,0,0,1,0
6768,722195,03888,33.779,-84.521,+0256.0,2015,11,23,40.5,21.5,992.9,10.0,3.5,8.0,55.0,30.9,0.0,999.9,0,0,0,0,0,0
6769,722195,03888,33.779,-84.521,+0256.0,2015,11,25,44.2,32.2,1000.9,10.0,3.8,11.1,59.0,28.9,0.0,999.9,0,0,0,0,0,0
6770,722195,03888,33.779,-84.521,+0256.0,2015,11,26,54.8,39.5,1004.2,10.0,6.6,8.9,69.1,30.9,0.0,999.9,0,0,0,0,0,0
6771,722195,03888,33.779,-84.521,+0256.0,2015,11,30,65.5,56.2,988.4,10.0,1.8,7.0,73.9,51.1,0.0,999.9,0,0,0,0,0,0
6772,722195,03888,33.779,-84.521,+0256.0,2015,12,01,61.6,56.9,986.9,9.9,2.0,7.0,72.0,57.9,0.0,999.9,0,1,0,0,0,0
6773,722195,03888,33.779,-84.521,+0256.0,2015,12,11,60.0,55.4,986.4,6.5,3.3,8.9,73.0,46.9,0.0,999.9,0,1,0,0,0,0
6774,722195,03888,33.779,-84.521,+0256.0,2015,12,29,64.8,58.1,985.1,9.2,4.8,9.9,73.0,55.0,1.27,999.9,0,1,0,0,0,0
6775,722196,53863,33.875,-84.302,+0305.4,2015,01,02,44.5,40.9,989.7,6.5,1.3,6.0,55.0,28.0,0.11,999.9,0,1,0,0,0,0
6776,722196,53863,33.875,-84.302,+0305.4,2015,01,11,35.0,15.1,996.1,10.0,3.5,5.1,46.9,19.0,0.0,999.9,0,0,0,0,0,0
6777,722196,53863,33.875,-84.302,+0305.4,2015,01,16,39.0,29.5,985.4,7.9,7.1,11.1,52.0,28.0,0.08,999.9,0,0,0,0,0,0
6778,722196,53863,33.875,-84.302,+0305.4,2015,01,18,46.1,30.9,982.7,9.9,6.3,15.0,57.9,25.0,0.0,999.9,0,0,0,0,0,0
6779,722196,53863,33.875,-84.302,+0305.4,2015,01,22,44.1,27.4,987.9,9.9,2.2,5.1,62.1,32.0,0.0,999.9,0,0,0,0,0,0
6780,722196,53863,33.875,-84.302,+0305.4,2015,01,25,41.4,28.5,976.6,9.5,5.2,13.0,57.9,26.1,0.0,999.9,0,0,0,0,0,0
6781,722196,53863,33.875,-84.302,+0305.4,2015,02,09,57.1,50.9,974.8,8.1,5.7,11.1,61.0,55.0,0.1,999.9,1,1,0,0,0,0
6782,722196,53863,33.875,-84.302,+0305.4,2015,02,16,33.7,15.2,982.9,8.5,3.9,7.0,42.1,19.9,0.0,999.9,0,1,1,0,0,0
6783,722196,53863,33.875,-84.302,+0305.4,2015,03,01,40.6,34.0,995.8,5.8,3.7,8.9,54.0,28.9,0.0,999.9,0,1,0,0,0,0
6784,722196,53863,33.875,-84.302,+0305.4,2015,03,03,50.5,45.9,986.9,5.5,2.3,8.0,62.1,44.1,0.03,999.9,1,1,0,0,0,0
6785,722196,53863,33.875,-84.302,+0305.4,2015,03,26,65.1,57.3,979.2,9.8,6.9,12.0,72.0,52.0,0.0,999.9,0,0,0,0,0,0
6786,722196,53863,33.875,-84.302,+0305.4,2015,03,27,52.9,41.3,973.5,10.0,12.0,18.1,72.0,44.1,0.03,999.9,0,1,0,0,0,0
6787,722196,53863,33.875,-84.302,+0305.4,2015,04,06,60.1,43.0,987.5,9.5,4.2,8.9,69.8,52.0,0.0,999.9,0,1,0,0,0,0
6788,722196,53863,33.875,-84.302,+0305.4,2015,04,10,70.1,62.9,981.8,8.7,6.8,14.0,84.0,60.1,0.0,999.9,0,1,0,0,1,0
6789,722196,53863,33.875,-84.302,+0305.4,2015,04,17,56.5,55.3,984.6,5.7,2.0,6.0,62.6,53.6,0.06,999.9,0,1,0,0,0,0
6790,722196,53863,33.875,-84.302,+0305.4,2015,04,26,71.1,60.9,969.0,9.4,10.3,17.1,82.0,57.9,0.1,999.9,0,1,0,0,0,0
6791,722196,53863,33.875,-84.302,+0305.4,2015,05,08,72.8,58.1,983.1,6.0,1.9,6.0,88.0,54.0,0.0,999.9,0,0,0,0,0,0
6792,722196,53863,33.875,-84.302,+0305.4,2015,05,12,75.7,62.0,984.9,7.5,6.4,9.9,91.9,64.9,0.0,999.9,0,1,0,0,0,0
6793,722196,53863,33.875,-84.302,+0305.4,2015,05,13,73.5,49.5,986.2,10.0,6.4,9.9,86.0,60.1,0.0,999.9,0,0,0,0,0,0
6794,722196,53863,33.875,-84.302,+0305.4,2015,05,21,73.3,60.7,978.8,9.0,9.7,18.1,89.1,66.0,0.0,999.9,0,0,0,0,0,0
6795,722196,53863,33.875,-84.302,+0305.4,2015,05,26,71.1,68.4,987.2,5.5,4.5,14.0,82.9,66.0,1.13,999.9,0,1,0,0,1,0
6796,722196,53863,33.875,-84.302,+0305.4,2015,05,27,71.0,65.4,987.4,6.7,1.1,4.1,82.9,64.0,0.56,999.9,1,0,0,0,0,0
6797,722196,53863,33.875,-84.302,+0305.4,2015,06,01,71.9,66.3,982.4,8.0,4.0,11.1,84.0,66.0,0.11,999.9,0,1,0,0,1,0
6798,722196,53863,33.875,-84.302,+0305.4,2015,06,06,77.1,62.0,979.5,8.3,2.6,9.9,90.0,61.0,0.0,999.9,0,0,0,0,0,0
6799,722196,53863,33.875,-84.302,+0305.4,2015,06,07,79.4,64.7,980.9,7.3,3.1,8.9,90.0,64.0,0.0,999.9,0,0,0,0,0,0
6800,722196,53863,33.875,-84.302,+0305.4,2015,06,08,79.5,66.4,981.4,7.9,6.7,13.0,90.0,70.0,0.0,999.9,0,0,0,0,0,0
6801,722196,53863,33.875,-84.302,+0305.4,2015,06,11,75.6,69.3,979.8,5.1,2.6,8.0,87.1,66.0,0.17,999.9,0,1,0,0,0,0
6802,722196,53863,33.875,-84.302,+0305.4,2015,06,17,85.4,69.3,983.9,7.6,3.7,9.9,96.1,72.0,0.0,999.9,0,0,0,0,0,0
6803,722196,53863,33.875,-84.302,+0305.4,2015,06,22,84.7,69.7,983.4,7.8,5.6,9.9,95.0,72.0,0.0,999.9,0,0,0,0,0,0
6804,722196,53863,33.875,-84.302,+0305.4,2015,06,24,83.1,70.5,983.3,6.7,4.5,14.0,97.0,73.0,0.0,999.9,0,1,0,0,1,0
6805,722196,53863,33.875,-84.302,+0305.4,2015,06,26,83.1,71.5,980.3,6.5,5.6,13.0,95.0,68.0,0.0,999.9,0,1,0,0,1,0
6806,722196,53863,33.875,-84.302,+0305.4,2015,06,30,79.2,66.3,979.9,7.3,7.9,12.0,88.0,60.1,0.0,999.9,0,1,0,0,0,0
6807,722196,53863,33.875,-84.302,+0305.4,2015,07,01,75.7,66.4,981.4,6.1,6.9,19.0,86.0,66.9,0.0,999.9,0,1,0,0,1,0
6808,722196,53863,33.875,-84.302,+0305.4,2015,07,08,82.0,70.7,985.5,6.5,5.0,9.9,91.9,68.0,0.0,999.9,0,0,0,0,0,0
6809,722196,53863,33.875,-84.302,+0305.4,2015,07,11,81.5,71.1,985.2,9.1,5.9,22.9,96.1,72.0,0.5,999.9,0,1,0,0,1,0
6810,722196,53863,33.875,-84.302,+0305.4,2015,07,19,82.2,71.6,980.8,9.9,4.2,15.0,96.1,72.0,0.0,999.9,0,0,0,0,0,0
6811,722196,53863,33.875,-84.302,+0305.4,2015,07,31,84.6,69.3,978.9,10.0,5.4,12.0,98.1,73.0,0.0,999.9,0,0,0,0,0,0
6812,722196,53863,33.875,-84.302,+0305.4,2015,08,11,78.5,72.0,979.1,9.2,5.2,12.0,95.0,72.0,0.34,999.9,0,1,0,0,1,0
6813,722196,53863,33.875,-84.302,+0305.4,2015,08,18,74.9,72.3,981.6,9.3,4.3,21.0,87.1,71.1,0.31,999.9,1,1,0,0,1,0
6814,722196,53863,33.875,-84.302,+0305.4,2015,08,19,76.7,73.3,980.0,9.0,4.5,12.0,88.0,71.1,0.95,999.9,0,1,0,0,1,0
6815,722196,53863,33.875,-84.302,+0305.4,2015,08,20,77.3,73.1,980.6,9.5,4.2,11.1,88.0,72.0,0.52,999.9,1,1,0,0,0,0
6816,722196,53863,33.875,-84.302,+0305.4,2015,08,24,79.7,70.9,979.3,10.0,4.6,8.9,90.0,69.1,1.54,999.9,0,0,0,0,0,0
6817,722196,53863,33.875,-84.302,+0305.4,2015,09,05,77.4,68.6,982.9,9.6,3.5,8.9,93.9,68.0,0.0,999.9,0,0,0,0,0,0
6818,722196,53863,33.875,-84.302,+0305.4,2015,09,12,72.1,63.0,975.7,10.0,7.0,12.0,78.1,66.2,0.0,999.9,0,0,0,0,0,0
6819,722196,53863,33.875,-84.302,+0305.4,2015,09,17,72.0,58.0,985.7,10.0,3.3,7.0,84.0,60.1,0.0,999.9,0,0,0,0,0,0
6820,722196,53863,33.875,-84.302,+0305.4,2015,09,22,70.7,64.7,982.8,9.8,3.3,8.9,80.1,66.9,0.0,999.9,0,1,0,0,0,0
6821,722196,53863,33.875,-84.302,+0305.4,2015,09,28,69.4,68.5,980.9,6.6,3.9,6.0,73.9,64.0,0.01,999.9,0,1,0,0,0,0
6822,722196,53863,33.875,-84.302,+0305.4,2015,10,07,67.6,58.5,982.3,9.0,0.7,4.1,82.0,57.0,0.0,999.9,0,0,0,0,0,0
6823,722196,53863,33.875,-84.302,+0305.4,2015,10,12,63.0,56.4,977.5,7.0,2.5,7.0,75.9,53.1,0.0,999.9,1,0,0,0,0,0
6824,722196,53863,33.875,-84.302,+0305.4,2015,10,17,55.8,35.5,987.5,10.0,5.8,12.0,75.9,39.0,0.0,999.9,0,0,0,0,0,0
6825,722196,53863,33.875,-84.302,+0305.4,2015,10,26,62.3,61.5,985.0,5.9,5.4,13.0,72.0,53.1,0.16,999.9,0,1,0,0,0,0
6826,722196,53863,33.875,-84.302,+0305.4,2015,10,29,60.9,58.1,975.8,8.1,3.5,9.9,70.0,51.1,0.11,999.9,1,0,0,0,0,0
6827,722196,53863,33.875,-84.302,+0305.4,2015,11,06,68.6,67.7,985.8,4.9,3.3,8.9,77.0,62.1,0.63,999.9,1,1,0,0,0,0
6828,722196,53863,33.875,-84.302,+0305.4,2015,12,05,42.2,29.0,997.9,9.8,2.5,6.0,59.0,28.0,0.0,999.9,0,0,0,0,0,0
6829,722196,53863,33.875,-84.302,+0305.4,2015,12,09,47.3,41.2,982.1,9.1,2.5,8.0,64.0,35.1,0.0,999.9,0,0,0,0,0,0
6830,722196,53863,33.875,-84.302,+0305.4,2015,12,10,57.1,52.0,980.3,9.5,4.3,9.9,64.9,51.1,0.0,999.9,0,0,0,0,0,0
6831,722196,53863,33.875,-84.302,+0305.4,2015,12,12,61.3,56.6,986.5,6.1,2.4,7.0,73.0,48.0,0.0,999.9,1,0,0,0,0,0
6832,722196,53863,33.875,-84.302,+0305.4,2015,12,15,57.8,47.4,976.4,10.0,5.5,9.9,73.0,48.0,0.25,999.9,0,0,0,0,0,0
6833,722196,53863,33.875,-84.302,+0305.4,2015,12,27,68.7,66.4,984.3,7.4,4.4,8.9,77.0,57.9,0.02,999.9,0,0,0,0,0,0
6834,722197,53819,33.355,-84.567,+0243.2,2015,01,01,40.0,31.0,998.0,6.8,0.8,6.0,57.0,28.9,0.0,999.9,0,0,0,0,0,0
6835,722197,53819,33.355,-84.567,+0243.2,2015,01,08,20.9,0.8,1005.1,10.0,7.3,15.9,39.9,10.9,0.0,999.9,0,0,0,0,0,0
6836,722197,53819,33.355,-84.567,+0243.2,2015,01,10,32.9,10.0,1001.7,10.0,5.2,11.1,48.0,16.0,0.0,999.9,0,0,0,0,0,0
6837,722197,53819,33.355,-84.567,+0243.2,2015,01,31,39.9,20.5,998.1,10.0,3.0,7.0,57.0,25.0,0.0,999.9,0,0,0,0,0,0
6838,722197,53819,33.355,-84.567,+0243.2,2015,02,01,44.8,36.7,992.3,8.3,3.4,8.9,57.0,25.0,0.0,999.9,0,1,0,0,0,0
6839,722197,53819,33.355,-84.567,+0243.2,2015,02,02,48.9,41.3,984.0,8.5,10.7,20.0,59.0,34.0,0.78,999.9,0,1,0,0,0,0
6840,722197,53819,33.355,-84.567,+0243.2,2015,02,10,46.8,36.7,983.5,8.8,11.1,17.1,66.0,39.0,0.5,999.9,0,0,0,0,0,0
6841,722197,53819,33.355,-84.567,+0243.2,2015,02,12,42.0,28.2,989.1,9.6,8.7,21.0,64.0,28.0,0.0,999.9,0,0,0,0,0,0
6842,722197,53819,33.355,-84.567,+0243.2,2015,02,13,32.8,9.8,995.3,10.0,6.9,14.0,51.1,26.1,0.0,999.9,0,0,0,0,0,0
6843,722197,53819,33.355,-84.567,+0243.2,2015,02,24,36.3,31.7,991.1,4.8,5.4,8.9,51.1,33.1,0.08,999.9,0,1,0,0,0,0
6844,722197,53819,33.355,-84.567,+0243.2,2015,03,03,55.6,51.7,993.8,6.8,2.1,6.0,66.0,45.0,0.01,999.9,0,1,0,0,0,0
6845,722197,53819,33.355,-84.567,+0243.2,2015,03,07,42.2,24.2,1000.7,9.7,2.4,6.0,64.0,25.0,0.0,999.9,0,0,0,0,0,0
6846,722197,53819,33.355,-84.567,+0243.2,2015,03,14,53.0,49.7,991.1,4.6,4.4,8.9,71.1,46.0,0.2,999.9,1,1,0,0,0,0
6847,722197,53819,33.355,-84.567,+0243.2,2015,03,19,59.5,51.9,989.4,4.9,6.2,8.9,75.0,51.1,0.25,999.9,0,1,0,0,0,0
6848,722197,53819,33.355,-84.567,+0243.2,2015,03,22,56.1,53.6,988.7,5.0,1.8,6.0,73.0,54.0,0.09,999.9,0,1,0,0,0,0
6849,722197,53819,33.355,-84.567,+0243.2,2015,03,23,58.3,51.9,986.8,8.3,5.1,11.1,68.0,54.0,1.13,999.9,0,1,0,0,0,0
6850,722197,53819,33.355,-84.567,+0243.2,2015,03,25,60.2,54.2,991.7,9.0,1.8,7.0,72.0,42.1,0.0,999.9,0,0,0,0,0,0
6851,722197,53819,33.355,-84.567,+0243.2,2015,04,03,68.4,52.2,990.0,8.9,4.5,12.0,82.9,51.1,0.0,999.9,0,0,0,0,0,0
6852,722197,53819,33.355,-84.567,+0243.2,2015,04,04,65.1,45.6,990.2,9.4,8.4,15.9,82.9,51.1,0.18,999.9,0,1,0,0,0,0
6853,722197,53819,33.355,-84.567,+0243.2,2015,04,06,63.5,49.1,994.0,9.5,5.0,9.9,73.0,55.0,0.0,999.9,0,1,0,0,0,0
6854,722197,53819,33.355,-84.567,+0243.2,2015,04,08,72.1,57.7,991.4,8.4,2.3,8.0,88.0,55.9,0.0,999.9,0,0,0,0,0,0
6855,722197,53819,33.355,-84.567,+0243.2,2015,04,15,70.8,66.0,989.0,7.1,2.0,8.9,77.0,66.2,0.03,999.9,1,1,0,0,0,0
6856,722197,53819,33.355,-84.567,+0243.2,2015,05,08,70.9,57.5,990.2,8.1,1.4,6.0,89.1,50.0,0.0,999.9,0,0,0,0,0,0
6857,722197,53819,33.355,-84.567,+0243.2,2015,05,10,73.6,62.9,990.9,8.0,1.7,6.0,89.1,60.1,0.0,999.9,0,0,0,0,0,0
